,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
426,22123,-37.738963,144.957696,18 Clifton Grove,COBURG,6336000,house,2011,3,1,1,SC_030,988,19965,623,28,0,hospital_084,1686,S_172,728
427,22124,-37.748847,144.979791,18 Cole Crescent,COBURG,15120000,house,2013,3,1,2,SC_103,2206,19965,1619,28,0,hospital_144,1103,S_173,1386
428,22140,-37.736571999999995,144.97048700000002,18 Stockade Avenue,COBURG,11475000,house,2016,3,2,2,SC_030,1852,19964,754,30,0,hospital_144,2219,S_172,731
429,22232,-37.737485,144.98161299999998,2 Meadow Street,COBURG,5544000,house,2016,3,1,1,SC_103,1805,20012,1670,27,0,hospital_144,2284,S_030,894
430,22234,-37.736527,144.959057,2 Molesworth Street,COBURG,8715000,house,2010,2,1,2,SC_030,910,19964,472,30,0,hospital_084,1957,S_172,789
431,22236,-37.7438736,144.9591675,2 Nelson Street,COBURG,10050000,house,2009,3,1,0,SC_030,1504,19965,404,28,0,hospital_084,1140,S_172,588
432,22271,-37.743295,144.948596,201A Munro Street,COBURG,6840000,house,2013,3,1,1,SC_030,1220,19965,1302,28,0,hospital_084,1480,S_172,1475
433,22370,-37.734924,144.955059,24 Kerferd Street,COBURG,15080000,house,2016,5,3,2,SC_030,517,19964,703,30,0,hospital_084,2154,S_172,1168
434,22387,-37.750957,144.952391,25 Clarendon Street,COBURG,13125000,house,2011,4,1,1,SC_030,2075,19966,918,26,0,hospital_084,633,S_172,1532
435,22435,-37.748779,144.973701,27 Darlington Grove,COBURG,5680000,house,2014,3,2,1,SC_103,2689,19965,1160,28,0,hospital_144,873,S_173,956
436,22567,-37.748259000000004,144.96348899999998,30 Reynard Street,COBURG,5895000,house,2011,3,1,1,SC_030,2121,19965,658,28,0,hospital_084,789,S_173,676
437,22569,-37.744614,144.94725,30 Rose Street,COBURG,11072000,house,2013,2,1,2,SC_030,1382,19965,1438,28,0,hospital_084,1441,S_172,1616
438,22605,-37.751419,144.950189,32 Queen Street,COBURG,11700000,house,2012,3,2,1,SC_030,2116,19966,1079,26,0,hospital_084,781,S_172,1713
439,22640,-37.753771,144.952035,347 Moreland Road,COBURG,9600000,house,2015,4,1,1,SC_030,2384,19966,865,26,0,hospital_011,557,S_173,1762
440,22665,-37.750646,144.94940400000002,36 Donne Street,COBURG,8710000,house,2013,3,1,2,SC_030,2031,19966,1174,26,0,hospital_084,880,S_172,1715
441,22681,-37.734615999999995,144.95981,37 Stawell Street,COBURG,7924000,house,2012,3,1,2,SC_030,887,19964,293,30,0,hospital_084,2172,S_172,918
442,22748,-37.732609,144.982884,4 Muriel Court,COBURG NORTH,7152000,house,2012,3,2,2,SC_103,1849,20012,1693,27,0,hospital_139,2142,S_030,340
443,22807,-37.734333,144.961897,43 Cope Street,COBURG,11356000,house,2010,2,1,1,SC_030,1058,19964,123,30,0,hospital_084,2221,S_172,867
444,22809,-37.750921000000005,144.948816,43 Donne Street,COBURG,15470000,house,2011,4,1,3,SC_030,2064,19966,1212,26,0,hospital_084,914,S_172,1775
445,22824,-37.750333000000005,144.9474108,44 Devon Avenue,COBURG,7065000,house,2012,3,1,2,SC_030,2010,19966,1350,26,0,hospital_084,1054,S_172,1842
446,22872,-37.742381,144.973476,49 Bell Street,COBURG,5160000,house,2014,3,1,1,SC_030,2336,19965,893,28,0,hospital_144,1576,S_173,642
447,22902,-37.753726,144.955667,5 Foch Avenue,COBURG,10920000,house,2010,3,1,2,SC_030,2423,19966,548,26,0,hospital_084,244,S_173,1549
448,23060,-37.74911499,144.9485626,66 Gordon Street,COBURG,8450000,house,2008,3,1,2,SC_030,1865,19966,1311,26,0,hospital_084,1028,S_172,1686
449,23080,-37.735325,144.950774,7 Bishop Street,COBURG,9120000,house,2012,3,1,2,SC_030,330,19964,1081,30,0,hospital_084,2195,S_172,1455
450,23136,-37.736819,144.982171,73 Elizabeth Street,COBURG,4642000,house,2011,2,1,1,SC_103,1768,20012,1629,27,0,hospital_144,2371,S_030,813
451,23165,-37.7498,144.969902,7A Coburg Street,COBURG,8340000,house,2014,3,2,1,SC_030,2604,19966,882,26,0,hospital_144,762,S_173,868
452,23192,-37.737915,144.959913,8 Rolland Street,COBURG,6354000,house,2015,3,1,0,SC_030,1058,19964,553,30,0,hospital_084,1806,S_172,627
453,23208,-37.748523,144.94921499999998,83 Donne Street,COBURG,8008000,house,2013,2,1,1,SC_030,1796,19966,1293,26,0,hospital_084,1019,S_172,1603
454,23373,-37.649587,144.898285,11 Wallace Drive,GREENVALE,9040000,house,2012,3,2,2,SC_075,1830,44817,2758,40,0,hospital_104,1955,S_211,1806
455,23383,-37.658659,144.901474,12 Casablanca Court,GREENVALE,12180000,house,2014,5,2,3,SC_072,2029,44817,2182,40,0,hospital_104,1890,S_211,2712
456,23441,-37.645719,144.897179,16 Hartley Crescent,GREENVALE,10808000,house,2015,4,2,2,SC_075,1512,44817,3061,40,0,hospital_104,2122,S_211,1498
457,23507,-37.640363,144.906091,21 Helmsdale Crescent,GREENVALE,5160000,house,2011,4,3,2,SC_072,1833,40220,2595,42,0,hospital_104,1708,S_211,2136
458,23520,-37.641101,144.904411,24 Galloway Court,GREENVALE,12070000,house,2016,4,2,2,SC_072,1902,40220,2751,42,0,hospital_104,1770,S_211,1992
459,23591,-37.640815,144.904755,33 Fraserburgh Crescent,GREENVALE,8470000,house,2012,4,2,2,SC_072,1895,40220,2717,42,0,hospital_104,1765,S_211,2020
460,23661,-37.642653,144.900318,47 Linlithgow Way,GREENVALE,7550000,house,2015,4,3,2,SC_075,1654,44817,3052,40,0,hospital_104,1985,S_211,1655
461,23663,-37.640698,144.90166399999998,48 Clare Blvd,GREENVALE,10672000,house,2010,5,3,2,SC_075,1738,40220,2987,42,0,hospital_104,1993,S_211,1747
462,23745,-37.641659,144.899079,65 Arncliffe Boulevard,GREENVALE,3960000,house,2011,4,2,2,SC_075,1525,44817,3208,40,0,hospital_104,2133,S_211,1530
463,23767,-37.61148453,144.91218569999998,7 FEATHERTOP COURT,GREENVALE,7905000,house,2009,5,2,2,SC_016,2077,40221,2949,46,0,hospital_104,4425,S_178,2737
464,23822,-37.651379,144.904399,9 Darvell Court,GREENVALE,5720000,house,2014,3,2,2,SC_072,1572,44817,2189,40,0,hospital_104,1414,S_211,2363
465,23838,-37.641878,144.907745,93 Kirkham Drive,GREENVALE,5990000,house,2016,5,3,2,SC_072,1613,40220,2472,42,0,hospital_104,1487,S_211,2292
466,23890,-37.706713,144.972305,10 Miller Street,FAWKNER,5412000,house,2012,3,2,3,SC_030,3463,19962,1359,33,0,hospital_139,2570,S_161,2277
467,23893,-37.710694000000004,144.970248,10 PITT STREET,FAWKNER,8092000,house,2010,3,1,3,SC_030,2997,19962,960,33,0,hospital_139,2566,S_030,2409
468,23985,-37.69354248,144.959198,1366 Sydney Road,FAWKNER,4020000,house,2008,3,1,2,SC_030,4399,19961,795,35,0,hospital_139,4344,S_161,454
469,24055,-37.702779,144.976728,163 McBryde Street,FAWKNER,5544000,house,2016,3,1,2,SC_030,4045,19961,1590,35,0,hospital_139,2498,S_161,2195
470,24091,-37.71013641,144.97137450000002,18 FREDERICK STREET,FAWKNER,2592000,house,2009,3,1,0,SC_030,3106,19962,1076,33,0,hospital_139,2491,S_030,2418
471,24237,-37.708562,144.964832,26 Edward Street,FAWKNER,4600000,house,2011,3,1,1,SC_030,2953,19962,773,33,0,hospital_139,3093,S_161,2196
472,24440,-37.719530999999996,144.968085,49 Queens Parade,FAWKNER,6600000,house,2016,2,1,0,SC_030,2134,19963,616,32,0,hospital_139,2648,S_030,1765
473,24442,-37.716954,144.9753,5  MADINA STREET,FAWKNER,8400000,house,2011,3,2,3,SC_030,2806,19963,1309,32,0,hospital_139,2005,S_030,1585
474,24455,-37.706427,144.966737,5 William Street,FAWKNER,7875000,house,2015,3,1,1,SC_030,3241,19961,943,35,0,hospital_139,3024,S_161,2023
475,24540,-37.6950565,144.9712059,66 Somerlayton Crescent,FAWKNER,5538000,house,2012,3,1,2,SC_030,4553,19961,1254,35,0,hospital_139,3446,S_161,1295
476,24641,-37.675713,144.967324,10 COMO PLACE,CAMPBELLFIELD,3630000,house,2010,3,1,2,SC_072,4850,19960,2107,39,0,hospital_104,4984,S_161,1733
477,24648,-37.678561,144.962773,124 Somerset Road,CAMPBELLFIELD,6035000,house,2014,3,1,1,SC_072,4728,19960,1982,39,0,hospital_104,4853,S_161,1284
478,24838,-37.672999,144.967772,8 BYRNE COURT,CAMPBELLFIELD,3550000,house,2010,3,1,2,SC_072,4717,19960,2007,39,0,hospital_104,4856,S_161,2022
479,24912,-37.60228,144.914324,1 Royal Troon Way,CRAIGIEBURN,5040000,house,2011,3,2,1,SC_016,1048,40221,2558,46,0,hospital_104,5416,S_178,1965
480,24933,-37.609407,144.930271,1/156 Hothlyn Drive,CRAIGIEBURN,3120000,house,2014,3,1,1,SC_110,1509,40221,1428,46,0,hospital_104,4678,S_005,1491
481,24970,-37.61082458,144.9237061,10 Bristol Mews,CRAIGIEBURN,3960000,house,2009,3,2,2,SC_110,2003,40221,1999,46,0,hospital_104,4448,S_005,1956
482,24996,-37.59229279,144.9256134,10 Gatwick Court,CRAIGIEBURN,3900000,house,2009,3,1,2,SC_016,1041,40221,1888,46,0,hospital_104,6518,S_178,764
483,25016,-37.58200836,144.93829350000001,10 Liverpool Circuit,CRAIGIEBURN,4030000,house,2008,3,2,2,SC_005,1778,40221,2249,46,0,hospital_104,7807,S_178,1388
484,25062,-37.595782,144.9279,101 Dianne Avenue,CRAIGIEBURN,4480000,house,2014,3,2,2,SC_110,1087,40221,1517,46,0,hospital_104,6148,S_178,573
485,25268,-37.595023,144.921678,121 Dorchester Street,CRAIGIEBURN,4004000,house,2015,3,1,2,SC_016,732,40221,2053,46,0,hospital_104,6198,S_178,1093
486,25347,-37.60322952,144.9128265,13 Valhalla Place,CRAIGIEBURN,2367000,house,2008,3,1,1,SC_016,1156,40221,2694,46,0,hospital_104,5326,S_178,2131
487,25445,-37.606916,144.926675,14 Yarcombe Crescent,CRAIGIEBURN,3555000,house,2014,4,2,2,SC_110,1516,40221,1574,46,0,hospital_104,4905,S_005,1460
488,25455,-37.58331679999999,144.9372406,15 Bathurst Close,CRAIGIEBURN,3300000,house,2008,3,2,1,SC_110,1669,40221,2128,46,0,hospital_104,7646,S_178,1223
489,25510,-37.591377,144.934448,15 Pines Way,CRAIGIEBURN,4720000,house,2013,3,1,0,SC_110,894,40221,1401,46,0,hospital_104,6718,S_178,295
490,25511,-37.570812,144.92578999999998,15 Pinnacle Drive,CRAIGIEBURN,4644000,house,2011,3,2,1,SC_005,630,40221,3782,46,0,hospital_104,8905,S_178,2681
491,25532,-37.5751922,144.918862,15829 HIGHLANDS,CRAIGIEBURN,3060000,house,2015,3,2,2,SC_005,156,40221,3666,46,0,hospital_104,8406,S_178,2483
492,25560,-37.578175,144.938394,16 Discovery Close,CRAIGIEBURN,5330000,house,2016,3,2,2,SC_005,1633,40221,2667,46,0,hospital_104,8227,S_178,1804
493,25627,-37.57764,144.937852,17 discovery Close,CRAIGIEBURN,7085000,house,2016,3,2,2,SC_005,1573,40221,2734,46,0,hospital_104,8277,S_178,1853
494,25668,-37.59011459,144.9408569,18 Bingin Place,CRAIGIEBURN,4365000,house,2008,4,2,2,SC_110,901,40221,1321,46,0,hospital_104,6981,S_178,744
495,25687,-37.574043,144.936064,18 Grange Rise,CRAIGIEBURN,5220000,house,2010,3,2,2,SC_005,1379,40221,3157,46,0,hospital_104,8644,S_178,2229
496,25758,-37.580503,144.919407,19 Millstream Pass,CRAIGIEBURN,5100000,house,2011,2,1,1,SC_005,667,40221,3175,46,0,hospital_104,7814,S_178,1978
497,25780,-37.57443,144.932597,2 - 30 Windrock Avenue,CRAIGIEBURN,2560000,house,2011,3,2,2,SC_005,1072,40221,3192,46,0,hospital_104,8557,S_178,2182
498,25828,-37.60638,144.913882,2 Mission Hills Way,CRAIGIEBURN,7803000,house,2014,4,2,2,SC_016,1503,40221,2645,46,0,hospital_104,4967,S_178,2247
499,25853,-37.59354019,144.9346314,2 Southern Crescent,CRAIGIEBURN,3724000,house,2008,4,2,2,SC_110,691,40221,1198,46,0,hospital_104,6485,S_178,76
500,25905,-37.597103000000004,144.938121,20 Hanson Road,CRAIGIEBURN,7050000,house,2016,4,1,2,SC_110,193,40221,697,46,0,hospital_104,6167,S_005,68
501,25968,-37.576353,144.910966,21 Powell Street,CRAIGIEBURN,4572000,house,2016,3,2,1,SC_005,860,40221,4022,46,0,hospital_104,8318,S_178,2826
502,25988,-37.584733,144.939151,22 Flagstaff Loop,CRAIGIEBURN,3150000,house,2011,3,2,2,SC_110,1497,40221,1937,46,0,hospital_104,7526,S_178,1127
503,26001,-37.604432,144.913947,22 Mission Hills Way,CRAIGIEBURN,3840000,house,2013,3,3,1,SC_016,1287,40221,2607,46,0,hospital_104,5182,S_178,2116
504,26049,-37.579402,144.92733,23 Lewisham Place,CRAIGIEBURN,5005000,house,2013,4,2,1,SC_005,811,40221,2866,46,0,hospital_104,7960,S_178,1728
505,26202,-37.587697,144.91902,27 Burrora Way,CRAIGIEBURN,5064000,house,2013,4,2,2,SC_016,736,40221,2658,46,0,hospital_104,7014,S_178,1496
506,26262,-37.58327484,144.93827819999998,28 William Hovell Pass,CRAIGIEBURN,4575000,house,2008,3,2,2,SC_110,1664,40221,2111,46,0,hospital_104,7669,S_178,1252
507,26287,-37.57969666,144.9324799,29 Swinburne Close,CRAIGIEBURN,2080000,house,2008,2,1,2,SC_005,1205,40221,2642,46,0,hospital_104,7975,S_178,1598
508,26319,-37.580628,144.907517,3 Cordyline Grove,CRAIGIEBURN,5978000,house,2016,4,2,2,SC_005,1325,40221,3942,46,0,hospital_104,7882,S_178,2770
509,26329,-37.593934000000004,144.905452,3 Elms Way,CRAIGIEBURN,8985000,house,2015,5,3,2,SC_016,748,40221,3453,46,0,hospital_104,6455,S_178,2518
510,26334,-37.611151,144.93095,3 Falmouth Court,CRAIGIEBURN,2704000,house,2016,2,1,1,SC_110,1644,40221,1507,46,0,hospital_104,4499,S_005,1639
511,26375,-37.575233000000004,144.92658400000002,3 Oakville Place,CRAIGIEBURN,5360000,house,2012,3,1,1,SC_005,546,40221,3307,46,0,hospital_104,8418,S_178,2189
512,26408,-37.585752,144.902784,3 Tamarin Street,CRAIGIEBURN,8288000,house,2012,4,2,2,SC_016,1256,40221,3998,46,0,hospital_104,7395,S_178,2903
513,26502,-37.582905,144.922233,31 Hurlingham Way,CRAIGIEBURN,3450000,house,2010,3,2,1,SC_005,941,40221,2809,46,0,hospital_104,7548,S_178,1613
514,26553,-37.57775879,144.9329376,33 Bowral Loop,CRAIGIEBURN,3575000,house,2009,3,2,2,SC_005,1157,40221,2830,46,0,hospital_104,8194,S_178,1810
515,26577,-37.61125565,144.939148,34 Abercarn Avenue,CRAIGIEBURN,3960000,house,2009,5,2,2,SC_110,1458,40221,1113,46,0,hospital_104,4691,S_005,1514
516,26662,-37.5807,144.912694,37 Fermont Avenue,CRAIGIEBURN,3440000,house,2015,4,2,2,SC_005,966,40221,3581,46,0,hospital_104,7822,S_178,2393
517,26676,-37.600747,144.926149,38 Axminister Dr,CRAIGIEBURN,3080000,house,2014,3,1,2,SC_110,1242,40221,1519,46,0,hospital_104,5583,S_178,1022
518,26703,-37.58112,144.920875,38 Somersby Road,CRAIGIEBURN,4510000,house,2015,3,2,2,SC_005,730,40221,3038,46,0,hospital_104,7745,S_178,1843
519,26734,-37.600655,144.916143,4 Albatross Close,CRAIGIEBURN,2745000,house,2013,4,2,2,SC_016,890,40221,2400,46,0,hospital_104,5583,S_178,1740
520,26736,-37.580205,144.934649,4 Appin Close,CRAIGIEBURN,4800000,house,2011,4,2,2,SC_005,1401,40221,2524,46,0,hospital_104,7947,S_178,1537
521,26740,-37.58211899,144.93434140000002,4 Avenel Gardens,CRAIGIEBURN,2056000,house,2008,3,1,1,SC_005,1486,40221,2331,46,0,hospital_104,7732,S_178,1323
522,26911,-37.582082,144.92748999999998,41 Middlesborough Drive,CRAIGIEBURN,6080000,house,2011,4,2,2,SC_005,1041,40221,2603,46,0,hospital_104,7663,S_178,1446
523,26985,-37.59473038,144.9372406,45 Hanson Road,CRAIGIEBURN,3300000,house,2009,3,1,1,SC_110,447,40221,954,46,0,hospital_104,6404,S_178,297
524,27007,-37.5846913,144.9124751,46 Kinglake Crescent,CRAIGIEBURN,6630000,house,2010,4,2,2,SC_016,919,40221,3322,46,0,hospital_104,7381,S_178,2163
525,27068,-37.578889,144.92685,5 Birkshire Lane,CRAIGIEBURN,4620000,house,2012,3,2,2,SC_005,741,40221,2937,46,0,hospital_104,8014,S_178,1796
526,27094,-37.591079,144.906033,5 Emerdale Place,CRAIGIEBURN,6160000,house,2015,5,3,2,SC_016,716,40221,3499,46,0,hospital_104,6757,S_178,2488
527,27137,-37.580808,144.922419,5 Paddington Street,CRAIGIEBURN,5885000,house,2013,4,2,2,SC_005,716,40221,2978,46,0,hospital_104,7782,S_178,1789
528,27149,-37.591479,144.93538700000002,5 Pines Way,CRAIGIEBURN,4950000,house,2014,3,2,3,SC_110,842,40221,1347,46,0,hospital_104,6723,S_178,306
529,27272,-37.589095,144.903088,55 Cascade Terrace,CRAIGIEBURN,6300000,house,2015,4,2,2,SC_016,1037,40221,3821,46,0,hospital_104,7026,S_178,2781
530,27305,-37.577302,144.928373,58 Ardsley Circuit,CRAIGIEBURN,7038000,house,2016,3,2,1,SC_005,762,40221,3031,46,0,hospital_104,8200,S_178,1924
531,27336,-37.6102066,144.924057,6 Banstead Nook,CRAIGIEBURN,3720000,house,2009,3,2,2,SC_110,1933,40221,1939,46,0,hospital_104,4519,S_005,1884
532,27340,-37.609501,144.924234,6 Bembridge Mews,CRAIGIEBURN,2520000,house,2016,3,1,1,SC_110,1867,40221,1888,46,0,hospital_104,4598,S_005,1816
533,27452,-37.574806,144.932434,6 Windrock Avenue,CRAIGIEBURN,5680000,house,2013,5,3,2,SC_005,1058,40221,3156,46,0,hospital_104,8514,S_178,2141
534,27458,-37.577246,144.928241,60 Ardsley Circuit,CRAIGIEBURN,2871000,house,2010,3,2,2,SC_005,749,40221,3041,46,0,hospital_104,8205,S_178,1933
535,27476,-37.581823,144.90645,62 Grevillea Street,CRAIGIEBURN,5325000,house,2012,3,2,2,SC_016,1392,40221,3941,46,0,hospital_104,7765,S_178,2783
536,27531,-37.602013,144.927478,7 Balcombe Court,CRAIGIEBURN,4620000,house,2010,3,1,3,SC_110,1172,40221,1397,46,0,hospital_104,5455,S_178,1061
537,27560,-37.585048,144.939249,7 Eades Way,CRAIGIEBURN,4020000,house,2014,3,2,2,SC_110,1462,40221,1901,46,0,hospital_104,7494,S_178,1099
538,27577,-37.6087765,144.9201619,7 Greenfield Court,CRAIGIEBURN,3130000,house,2012,3,1,2,SC_016,1856,40221,2184,46,0,hospital_104,4667,S_005,2030
539,27640,-37.599859,144.930775,7 Smeaton Court,CRAIGIEBURN,3240000,house,2015,3,2,2,SC_110,822,40221,1128,46,0,hospital_104,5732,S_178,712
540,27661,-37.578644,144.93549299999998,70 Hamilton Hume Parade,CRAIGIEBURN,4200000,house,2016,3,2,2,SC_005,1402,40221,2670,46,0,hospital_104,8130,S_178,1714
541,27692,-37.60153198,144.914093,73 Mission Hills Way,CRAIGIEBURN,7565000,house,2008,5,2,2,SC_016,964,40221,2578,46,0,hospital_104,5501,S_178,1946
542,27724,-37.580246,144.934341,8 Appin Close,CRAIGIEBURN,4620000,house,2014,3,2,1,SC_005,1379,40221,2528,46,0,hospital_104,7938,S_178,1531
543,27739,-37.608243,144.921359,8 Brookedge Court,CRAIGIEBURN,3267000,house,2013,3,1,1,SC_016,1835,40221,2065,46,0,hospital_104,4727,S_005,1910
544,27758,-37.581901,144.909267,8 Dempster Drive,CRAIGIEBURN,5208000,house,2012,3,2,2,SC_005,1280,40221,3733,46,0,hospital_104,7721,S_178,2564
545,27795,-37.57880402,144.9307251,8 Nottingham Close,CRAIGIEBURN,4160000,house,2009,3,2,2,SC_005,1022,40221,2792,46,0,hospital_104,8054,S_178,1716
546,27803,-37.591919,144.923733,8 Plymouth Court,CRAIGIEBURN,4200000,house,2011,3,2,3,SC_016,880,40221,2049,46,0,hospital_104,6550,S_178,935
547,27849,-37.569702,144.922028,83 Charteris Drive,CRAIGIEBURN,5588000,house,2014,4,2,2,SC_005,560,40221,4038,46,0,hospital_104,9017,S_178,2904
548,27859,-37.595908,144.929095,87 Dianne Avenue,CRAIGIEBURN,4709000,house,2011,2,1,0,SC_110,981,40221,1417,46,0,hospital_104,6147,S_178,482
549,27884,-37.59357452,144.9277496,9 Bank Street,CRAIGIEBURN,2808000,house,2009,3,2,3,SC_110,1183,40221,1652,46,0,hospital_104,6391,S_178,553
550,28082,-37.804831,144.9817,127 Gore Street,FITZROY,11390000,house,2016,4,2,1,SC_008,1303,19843,1038,5,0,hospital_178,400,S_175,243
551,28110,-37.800677,144.97874199999998,15 Kent Street,FITZROY,3582000,house,2016,4,3,1,SC_008,1470,19843,1264,5,0,hospital_140,825,S_200,295
552,28131,-37.802037,144.98064,170 Moor Street,FITZROY,9020000,house,2010,2,1,0,SC_008,1448,19976,1186,10,0,hospital_178,701,S_060,237
553,28255,-37.79736810000001,144.9811382,344 Napier Street,FITZROY,14550000,house,2012,2,1,1,SC_008,1894,19975,1188,11,0,hospital_178,1221,S_200,293
554,28437,-37.798666,144.986854,10 Budd Street,COLLINGWOOD,6300000,house,2010,2,1,0,SC_008,2096,19975,671,11,0,hospital_178,1206,S_060,444
555,28621,-37.8062704,144.9843563,39-41 Oxford Street,COLLINGWOOD,11700000,house,2010,2,1,1,SC_008,1420,19976,849,10,0,hospital_170,379,S_175,307
556,28645,-37.802265000000006,144.98880400000002,54a Dight Street,COLLINGWOOD,11070000,house,2015,3,2,2,SC_008,1980,19976,503,10,0,hospital_170,965,S_175,452
557,28699,-37.796881,144.990036,77 Hotham Street,COLLINGWOOD,11440000,house,2010,2,1,0,SC_008,2436,19975,464,11,0,hospital_178,1518,S_060,785
558,28759,-37.80585861,144.9949951,101 Charles Street,ABBOTSFORD,8115000,house,2009,2,1,0,SC_068,2244,19976,184,10,0,hospital_134,980,S_076,420
559,28816,-37.804320000000004,144.997232,138 Nicholson Street,ABBOTSFORD,13020000,house,2012,3,1,2,SC_068,2497,19976,307,10,0,hospital_134,952,S_076,606
560,28823,-37.80873108,144.9941559,14 Park Street,ABBOTSFORD,6790000,house,2008,2,1,2,SC_068,2054,19977,236,8,0,hospital_052,806,S_076,158
561,28878,-37.802501,144.997507,192 Nicholson Street,ABBOTSFORD,13050000,house,2013,3,1,0,SC_068,2617,19976,400,10,0,hospital_134,1103,S_076,808
562,28903,-37.802211,144.997035,201 Nicholson Street,ABBOTSFORD,10340000,house,2015,2,1,0,SC_068,2598,19976,387,10,0,hospital_134,1152,S_076,833
563,28914,-37.807608,144.994305,213 Langridge Street,ABBOTSFORD,11880000,house,2014,3,2,2,SC_068,2110,19976,347,10,0,hospital_052,898,S_076,249
564,28978,-37.796819,144.995717,30 Lulie Street,ABBOTSFORD,9620000,house,2011,3,1,0,SC_008,2825,19975,283,11,0,hospital_134,1735,S_060,1213
565,29015,-37.801054,145.000215,38 Valiant Street,ABBOTSFORD,10320000,house,2014,3,1,0,SC_068,2904,19975,549,11,0,hospital_134,1150,S_076,1035
566,29034,-37.805845,144.99406,42 Raphael Street,ABBOTSFORD,10575000,house,2014,2,1,0,SC_068,2171,19976,149,10,0,hospital_052,1029,S_076,439
567,29140,-37.799682,144.998436,85 Turner Street,ABBOTSFORD,18590000,house,2016,2,1,1,SC_008,2857,19975,355,11,0,hospital_134,1347,S_076,1133
568,29190,-37.773343,144.99580500000002,10 Henry Street,NORTHCOTE,6960000,house,2014,2,1,1,SC_103,3797,20016,390,20,0,hospital_035,1572,S_105,2573
569,29349,-37.76794434,145.0167542,127 Kellett Street,NORTHCOTE,9620000,house,2009,3,1,3,SC_001,2203,19930,1250,18,0,hospital_035,964,S_219,2197
570,29371,-37.77725983,145.0131836,13 Russell Street,NORTHCOTE,11730000,house,2008,4,1,1,SC_001,2724,19930,391,18,0,hospital_029,1652,S_219,2704
571,29413,-37.76793289,145.0006104,14 McCutcheon Street,NORTHCOTE,15340000,house,2008,4,3,3,SC_103,3158,20016,516,20,0,hospital_035,847,S_105,1896
572,29447,-37.77017212,145.00666809999998,147 Separation Street,NORTHCOTE,9672000,house,2009,3,1,1,SC_001,3101,20016,1003,20,0,hospital_035,815,S_105,2143
573,29474,-37.766848,144.989097,150 Elm Street,NORTHCOTE,11775000,house,2012,4,1,1,SC_103,3239,20016,639,20,0,hospital_035,1707,S_105,2173
574,29509,-37.773941,145.007381,16 Ellesmere Street,NORTHCOTE,13744000,house,2015,2,1,0,SC_001,3101,19929,589,16,0,hospital_035,1229,S_105,2567
575,29556,-37.780615,145.003454,17 Jessie Street,NORTHCOTE,8800000,house,2013,4,2,3,SC_001,3657,19928,371,14,0,hospital_035,2008,S_060,2922
576,29639,-37.78200531,144.9938507,2 Cunningham Street,NORTHCOTE,11000000,house,2009,3,1,1,SC_008,3937,20019,185,17,0,hospital_035,2456,S_200,2274
577,29737,-37.776417,144.991031,23 Charles Street,NORTHCOTE,11844000,house,2015,2,1,2,SC_103,4211,20017,233,18,0,hospital_035,2109,S_138,2524
578,29784,-37.76570892,145.0011597,25 Dennis Street,NORTHCOTE,7456000,house,2008,2,1,0,SC_103,2909,20015,403,21,0,hospital_035,666,S_105,1644
579,29801,-37.768744,144.988758,26 Auburn Avenue,NORTHCOTE,15390000,house,2014,4,2,0,SC_103,3447,20016,587,20,0,hospital_035,1801,S_105,2363
580,29929,-37.763144,144.996592,31 Spencer Street,NORTHCOTE,6750000,house,2010,3,1,1,SC_103,2665,20015,114,21,0,hospital_035,991,S_105,1480
581,29944,-37.768469,145.010414,33 Hakatere Street,NORTHCOTE,13600000,house,2012,3,2,1,SC_001,2762,19929,1208,16,0,hospital_035,659,S_105,2027
582,30009,-37.771,144.996964,38 Claude Street,NORTHCOTE,8160000,house,2011,2,1,0,SC_103,3525,20016,195,20,0,hospital_035,1314,S_105,2295
583,30013,-37.769704,144.989184,38 Traill Street,NORTHCOTE,14850000,house,2015,4,2,1,SC_103,3536,20016,536,20,0,hospital_035,1808,S_105,2433
584,30050,-37.766831,145.016915,4 Swift Street,NORTHCOTE,10380000,house,2010,3,2,2,SC_001,2192,19930,1374,18,0,hospital_035,910,S_105,2108
585,30073,-37.771997,144.994593,41 Herbert Street,NORTHCOTE,6525000,house,2013,2,1,0,SC_103,3666,20016,245,20,0,hospital_035,1544,S_105,2462
586,30074,-37.762678,144.998461,41 Johnson Street,NORTHCOTE,16080000,house,2016,2,1,1,SC_103,2589,20015,201,21,0,hospital_035,826,S_105,1370
587,30104,-37.76377869,145.00315859999998,44 Darebin Road,NORTHCOTE,5988000,house,2008,2,1,1,SC_103,2695,20015,538,21,0,hospital_035,424,S_105,1415
588,30143,-37.77130127,145.0053101,49 Derby Street,NORTHCOTE,16235000,house,2008,4,2,2,SC_001,3232,20016,897,20,0,hospital_035,960,S_105,2257
589,30249,-37.780797,144.99651799999998,59 High Street,NORTHCOTE,18620000,house,2010,2,2,0,SC_008,4178,19928,240,14,0,hospital_035,2227,S_200,2527
590,30318,-37.7651,145.010074,67A Jenkins Street,NORTHCOTE,4680000,house,2012,3,1,2,SC_001,2808,20015,1151,21,0,hospital_035,313,S_105,1661
